,sequence,label
3086,Je trouve 42 réponses à votre demande. Voici les 5 plus récentes (dans l'ordre): _eric59 Furygan51 Batman1 Yaya Asg. _eric59 (Chaat@E40A29EC.882513CE.1762A978.IP) a été vu pour la dernière fois quitter #Accueil il y a 1 minute (Bon retour sur www.chaat.fr).,positive
3090,hhhhhhhh,positive
3091,Hahahaahhaha,positive
3095,hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,positive
3096,hhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,positive
3098,Samedii 😂😂😂😂😂😂 anta bikhayr idan,positive
3099,koul pizza,positive
3102,😂🤣😂🤣😂🤣,positive
3107,hhhhhhhhhhhh,positive
3117,انه يدوخ فينا,positive
3118,وحنا دايخين,positive
3120,hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,positive
3132,وقليلي الادب,positive
3140,صحيح,positive
3144,hhhhhhhh,positive
3146,يارجال العلم سيفكم,positive
3150,hghhhhhhhhhhhhhhhhhh,positive
3154,العقل هو الغنى,positive
3157,hhhhhhhhhh,positive
3159,hhhhhhhh,positive
3160,wahda qalet l mohim  ando moustache nzokh bih lol,positive
3161,Moscoo مازال كاين لي يحشموا زعما ماشاء الله هههههههههه,positive
3162,😂😂😂😂,positive
3163,ta3achqo  les pseudo  hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,positive
3164,mdrr samedii,positive
3165,rah yahbess qalbi lol,positive
3171,cv bien kimahaka,positive
3180,hhhhhhh,positive
3183,انتم اخوتي,positive
3184,cv kimahaka,positive
3185,😂😂😂😂😂😂,positive
3192,hhhhhhhhhhhh,positive
3194,2022 tkun f Dubaï ya adage m3a knux hhhhhhhh,positive
3199,hhhh,positive
3201,hhhhhhhhh,positive
3202,un  un peut pas trop petit vieux ca le fait mdr,positive
3203,hhhhh,positive
3209,samedii: hhhhhhhhhhhhhhhhh,positive
3211,hhhhhhhhhhhh,positive
3212,hhhhhhhhhhhhh,positive
3226,hhhhhh,positive
3230,hhhh,positive
3236,hhhhhh,positive
3244,الله اكبر,positive
3245,انا مسلم,positive
3251,hhhhhhhhhhhhhh,positive
3252,ya khi l39liya hhhhhhhh,positive
3254,hhhhhh,positive
3260,hhhh,positive
3263,hhhhhhhhhhh,positive
3271,jhhhhhhh,positive
3272,hhhhhhhh,positive
3276,الرقية غير سيئة,positive
3280,ننام ونحن بخير,positive
3286,moscoo:  bsr brave homme,positive
3296,hhhhhhh,positive
3297,امين,positive
3313,hhhhhh,positive
3321,hhhhhhhhhh,positive
3328,ouiiiii,positive
3330,hhhhhhhhh,positive
3333,c deja ca,positive
3336,Bonsoir,positive
3342,النار وقاية,positive
3349,jzayri yaref din f wach issa3do :D,positive
3367,bsrs alon,positive
3373,aya slm,positive
3387,Mdrrrrrrrrrrr,positive
3388,100%  mrad,positive
3392,Salam,positive
3394,w slm,positive
3397,bonsoir à tout le monde,positive
3405,hhhhhhhhhhhhhhhhhhhhhhhhhhhhh,positive
3414,Adage <3,positive
3431,Belkacem|dz:  loukan jbetelhoum lmouss hhhhhhhhhhhh,positive
3432,merci kho,positive
3433,perlea: cv,positive
3434,samedii: de r1,positive
3436,speedd coucou bien et toi,positive
3438,perlea:  comment vas tu ma belle,positive
3439,Belkacem|dz:  mdrrrr,positive
3441,ma poulette,positive
3444,vitaa1:   lol,positive
3445,perlea: CV mrci à toi,positive
3446,redDol:  cc,positive
3448,vitaa1: :),positive
3449,speedd:  non activé,positive
3455,redDol:  oui je suis d'accord avec ché guevara,positive
3457,vitaa1:  lolll,positive
3467,Belkacem|dz:  lol,positive
3471,Hhhh vitaa1,positive
3477,salem alikom,positive
3483,hhhhhhhhhhhhhhhhhhhhhhhhhh,positive
3488,hhhhhhhhhhhhhhhhhhhh,positive
3490,hhhhhhhhhhhhhhhhhhhhhh,positive
3491,lol  vitaa1,positive
3494,andi anti  - ball vitaa1,positive
3499,Ayah|OnAir:  bonne amim,positive
3500,"Ayah|OnAir:  kach k hab DJadj arab ? ? ici ou dans  le  salon maroc ,?",positive
3505,https://www.youtube.com/watch?v=vzh7MLTl7KE,positive
3507,"YouTube Cheb Khaled... Ghadara ""Vidéo Montage"" 😍😘😘الشاب خالد.. فدارت فيديو مونتاج par Jazairi Contre Chekiil (durée: 5:03) - Vue(s): 4338",positive
3508,lollllll,positive
3509,Wahrani31 waaah sahbi wah 🤣,positive
3510,Inno:  je suis chaud   mon frere  lol,positive
3514,vas te faire plaisir ailleurs :),positive
3517,Speedd kebda dob mais machi bessbab skhana 😂😅,positive
3520,Feriel: kch film wala seri,positive
3521,ⓘ Ayah|OnAir  merci,positive
3523,Feriel:  win raki,positive
3528,feriel aahln bik wa sahlen,positive
3529,!kiss targit,positive
3530,new-man fait un énorme Kiiiiisss à targit,positive
3537,vitaa1: Ani ma3 el match ella t'dji tferdji m3ata ?!! lol,positive
3551,"Ayah|OnAir: je confirme pour l'assistante, mais qu'elle soit rousse ;)",positive
3553,Vitaa rani hna,positive
3554,Inno ahahahahah,positive
3558,Belkacem|dz: comment vas-tu ?,positive
3569,rani maa hbibti lwahraniya  nehkiw  wahrani31 dok nwelli nsibkoum hhh,positive
3581,lkeur femmes prennent soin d eux,positive
3583,perlea  bon groupe,positive
3589,ahhahaha,positive
3595,speedd: mdrr,positive
3599,merci t'es un coeur,positive
3608,vitaa1: Mdr,positive
3614,Sympa3:  ouiii,positive
3620,Ayah|OnAir cool,positive
3624,suis aux anges,positive
3626,Inno oui,positive
3648,Manell93 Bonsoir,positive
3652,Bsr sympa,positive
3654,hhhhhhhhhhhhhhhhhh,positive
3656,Feriel: oui c b1,positive
3661,"Ayah|OnAir: d'accord, quand tu aura du temps on essaie Radioboss",positive
3665,bueno4: صغيرة في العمر كبيرة في العقل vitaa1 ,positive
3668,speedd: Mdr,positive
3670,speedd: l'inverse tu veux dire mdrr,positive
3677,mdr vitaa1,positive
3678,Ayah ❤️,positive
3680,Inno: jatni lfekra j'ai laisser vo imagination hjhj,positive
3683,speedd: mdrrr,positive
3687,Hhhh  speedd,positive
3693,Inno: hhhhh ta vu Belkacem|Abs ,positive
3698,Salamon: vas sur #aide,positive
3700,Manell93  BISES,positive
3701,basseme slm,positive
3702,salam Ayah|OnAir,positive
3710,Hhhhh,positive
3713,t'es chanceux toi,positive
3722,new-man: chaalo la clim skhana f salon hhhh,positive
3723,bueno4:  hhhhhhhhhhhhhhhhhhh,positive
3733,Sympa3:  mais non on plaisante,positive
3734,"ah ok inno, merci",positive
3735,ah ok basseme,positive
3736,merci Ayah|OnAir,positive
3737,vitaa1 sahalik les bonnes affaires que tu fais,positive
3740,merci Inno,positive
3741,de rien,positive
3742,vitaa1: je voulais rendre service à salamon,positive
3750,basseme:  oui j'ai compris c'est gentil de ta part,positive
3752,Naim: merciii,positive
3753,Sympa3:  hhhhhhhhhhhhhhhhhh7,positive
3756,bonne soirée,positive
3757,"je t'en prie Naim , c normal",positive
3768,perlea:  hhhhhhhhhhhhhhh,positive
3769,Vitaa wsh sava bien,positive
3770,Naim:  cv et toi,positive
3771,hhhhhhhhhhhhhhhh,positive
3774,hhhhhhhhhhhhhhhhhhhh,positive
3775,Salam,positive
3780,Chacal:  Bien merci,positive
3781,Merci,positive
3784,👏 cheba3touna  hhhhhh,positive
3786,Très bien   +basseme,positive
3787,"à plus,",positive
3789,Slm tt l'monde,positive
3792,hello soon,positive
3793,Newman ça va frère,positive
3794,je t'en prie,positive
3795,bonsoir frere Casanova23 bien et toi,positive
3796,Bonsoir à tous !,positive
3797,@Ayah|OnAir OK,positive
3798,Ça va merci,positive
3799,Liyah   SLM,positive
3800,Lueur bsr,positive
3801,Salam Ayah|OnAir,positive
3802,Liyah:  bonsoir,positive
3803,new-man désolé,positive
3805,merci Naim,positive
3806,re cheb,positive
3808,Reee,positive
3810,Merci ayah,positive
3811,Re fadila,positive
3812,Merci  +chacal,positive
3813,Hhhhh  +chacal,positive
3814,Islmak soeedd,positive
3815,Hello,positive
3817,Racho:  mouahh a la marrocoooooooo,positive
3818,good everning,positive
3819,Ayah|OnAir mouahhh mouahhh toujours oui a la marocco,positive
3820,haha c'est bon speedd j'ai compris la def,positive
3821,Bsr à tt le monde,positive
3822,perlea: tu compren lalman c b1 hhh,positive
3823,De rien ,positive
3826,Ya 9awm 🤣,positive
3827,Mdrrrr,positive
3828,coucou fort1,positive
3830,perlea: ça va?,positive
3831,perlea: bien aussi merci,positive
3832,OkitooSd ça va?,positive
3833,Naïm bsr,positive
3836,bonsoir ici!!,positive
3838,Speddbird bsr,positive
3839,Nasia slam comment ça va,positive
3842,@KnuX merci mon frere,positive
3844,Warani31 Salam.labess,positive
3845,Solitaire42 Salam,positive
3846,Chaouki cva hbibi,positive
3847,Wahrani31 🤣🤣🤣🤣,positive
3848,rien me resiste,positive
3849,Racho ahh non pas vrai 😂,positive
3850,!love Racho 😂😂😂😂,positive
3851,Racho vive toi 😂,positive
3853,Chaouki 😒,positive
3854,Ma3yitch 😂😂😂😂,positive
3855,DeLuGe:  oui et toi?,positive
3858,Louisee:  re bises,positive
3859,Bsr Louise re CV,positive
3860,Merci ayah bIses,positive
3861,Ayah|OnAir:  Nickel merci,positive
3862,Bon re louisee cava tjr,positive
3863,Unknown Merci bonsoir un peu merci et toi ?,positive
3864,Louisee:  Salam,positive
3865,okitoosd :p,positive
3866,Belkacem bonsoir,positive
3867,Bonsoir,positive
3868,Quick_:  Salam,positive
3869,Mdrrrrrrr,positive
3872,bonsoir,positive
3873,Nailaa:  slm,positive
3874,nasia:  w/slm,positive
3875,Mdr Louisee,positive
3876,Dacool Salam,positive
3877,speedd re,positive
3878,nasia salut ,positive
3879,Speed re,positive
3880,OkitooSd: mrci bro,positive
3881,CV Louise merci,positive
3882,Ayah|OnAir: mrci à toi,positive
3884,nasia: coucou chère nasia cv,positive
3885,Deluge non ça va,positive
3886,Déluge SLM,positive
3887,"nasia:  azul bonsoir , ça va",positive
3888,Dacool ahhh Mdrr,positive
3889,Speedd bonsoigh oui et toi ?,positive
3890,nasia: hhh cool,positive
3893,Louisee: CV merci rana hhh,positive
3894,Dacool ouii mon chéri. Mdr,positive
3895,"nasia:  je vais tres bien merci , hamdoulah",positive
3897,"Louisee:  maliche , c est pas garve",positive
3898,Deluge oui bien sur,positive
3899,Deluge c'est bon,positive
3900,dans deux jours tu vas oublier lol,positive
3901,dans deux jours tu vas oublier lol Louisee,positive
3904,Oui comme nous Louise,positive
3905,Ahhh voilà,positive
3906,Hhh speedbird,positive
3907,Hhh speedd,positive
3908,Cc nasia,positive
3909,!kiss Manell93,positive
3910,Ça va Manel93,positive
3912,Ayah|OnAir : ok lol,positive
3913,Un bisous,positive
3914,Racho : oui xD,positive
3915,Popeye bsr,positive
3916,Re salam l 'équipe xD,positive
3917,Samedii,positive
3918,Cc Travolta,positive
3919,speedbird: im good thank for asking merci à toi frr,positive
3920,Manell93 : mdrrr salam wach raki xD,positive
3921,Adage slt,positive
3922,Adage cava bien ?,positive
3923,OkitooSd ah d'accord,positive
3924,nasia: 😂😂😂😂,positive
3925,Salam/bonsoir,positive
3926,nasia: lol c cool,positive
3927,DeLuGe : mdrrrrr,positive
3928,Oui j' aime bien,positive
3929,Bnsf,positive
3930,Bnsr,positive
3931,Mchimcha: bnsf,positive
3932,nasia:  pardon,positive
3933,Mchimcha bsr,positive
3934,Mchimcha:  bsr,positive
3935,Déluge or,positive
3936,Salam Mchimcha lol,positive
3937,Nasia bsr ça ça?,positive
3938,Dbztkt: OK pa grv,positive
3939,Bsr lueur je vais bien wenti Labess bisous,positive
3940,Hhhhh,positive
3941,Speedd cmt va l ami,positive
3942,Mdr racho je rigole,positive
3943,re 😊😊😊,positive
3944,nasia: 😘😘😘😘♥,positive
3945,Arabica bsr bisous ca va🌹❤️💋,positive
3946,Nasia oui,positive
3947,Ah ok racho,positive
3948,Moi j'aime sentiments,positive
3949,Wptdrrrrrrrrrrrrrrr,positive
3950,Xptdrrrrrrrr PoPeYe,positive
3952,Ouiii DeLuGe,positive
3953,Racho : ok lol,positive
3954,Bonsoir,positive
3955,Salem,positive
3956,inconnue1: bonsoir ,positive
3957,nasia: Arabica hhhh,positive
3958,bonsoir,positive
3959,Hhhhhhh d'El,positive
3960,merciii a vous,positive
3962,vs allez bien??,positive
3963,jinsulte pas,positive
3965,ça va Rubis,positive
3966,!kb Sublime,positive
3967,salam wahrani31,positive
3970,ça va merci speedd oui c vrai lol,positive
3971,wahrani31: salam jari,positive
3972,Amiine: salam,positive
3973,Slm slm,positive
3977,Passager hhhhhhhhh,positive
3978,Arabica: lala habsy hhhhhhh,positive
3979,inconnue1: hhhh,positive
3981,Hhhhh,positive
3983,DeLuGE1 : MDRRRRR,positive
3984,inconnue1:  slm,positive
3985,inconnue1: c b1 lol,positive
3986,slmmm ayah/onair,positive
3987,on espère speedd,positive
3989,Adage: ah ok,positive
3990,Mais mdr,positive
3991,Popeye mdr c'est la chanson,positive
3992,Mdrrrrrrr DeLuGE1 w les meches mauve lol,positive
3993,mdrrrrrrrr nasia 😂😂😂😂😂😂😂😂😂😂😂,positive
3994,Moscoo mdr,positive
3996,nasia: hhhh,positive
3997,Racho:  lol  mdrr,positive
3998,Ok Racho xD,positive
4001,Je suis la,positive
4002,Racho:  mdrr,positive
4003,Lucien ok,positive
4005,Oui Racho,positive
4006,Mdrrrrr DeLuGE1,positive
4007,Adage: ahh c vrai 👌🏻👌🏻👌🏻👌🏻,positive
4008,Warani31 tu quittes  Bon ne nuit,positive
4010,Popeye mdr oui,positive
4011,Comment allez vous ?,positive
4012,Ah ok arabica,positive
4013,Nina2: salam,positive
4014,wantfunwithgirl : salam,positive
4015,Ptdrrrrrrrrr,positive
4016,Soleil,positive
4017,NiceBosss: j ai sentis ton parfum lol,positive
4018,C jolie c est vrai,positive
4019,Mdrr Racho,positive
4020,Oui xD,positive
4022,Ok Racho,positive
4023,Oui RaChOooOoOoOoOoO xD,positive
4024,Mdrrr,positive
4025,Adage : lolll,positive
4026,DeLuGE1 : mdrrrr,positive
4030,Mdrr,positive
4031,moscoo: mdrrrrrr bonsoir cv,positive
4033,arabica sava princesse,positive
4035,Mdrrrr,positive
4036,MDRRR VOILA Manell93,positive
4037,J'ai de la marge lol,positive
4040,Mdrrr,positive
4042,Mdrrrr DeLuGE1,positive
4044,Arabica bisous ça va ma belle lol !?,positive
4046,Ayah|OnAir et vive le Maroc,positive
4047,passaGER18:  Xptdrrrr direlha sport mdrrrr,positive
4048,Hhhh déluge,positive
4049,Racho:  vive nous lol,positive
4051,hhhhhh,positive
4052,Mdrr,positive
4053,ViVE RaChOoOoOoOoOo,positive
4054,J ai vu ce film arabica,positive
4056,Popeye mdrr,positive
4058,PoPeYe:  mdrr chez le traiteur mdrrrr,positive
4079,bonsoir pat-a-trac,positive
4081,Babycrew fait un énorme Kiiiiisss à spring,positive
4099,tkt abmo,positive
4116,Bonsoir GCDS ..,positive
4117,Salut Mau ca va ?,positive
4118,Bonsoir GCDS,positive
4119,Salut Hamster,positive
4120,Bonsoir,positive
4121,Coucou Pour.,positive
4122,Vous allez bien ?,positive
4123,Mau je t'aime,positive
4124,amoureux en 10 sec :o,positive
4125,Bonsoir,positive
4126,Ca va Mau ?,positive
4128,Bonsoir Mesange.,positive
4129,Bsr mai,positive
4130,Pardon,positive
4131,Salut mesange,positive
4132,Slt gcds,positive
4133,cc gros câlin karantez bisous,positive
4208,comme ca je voulais te faire bious,positive
4213,hello,positive
4218,"Tramontane, coucou bises au passage x: sur ton pseudo ",positive
4219,mais je suis amoureux,positive
4223,ça va,positive
4225,Bonjour,positive
4227,bonjour,positive
4232,bonjour Saperlipopette,positive
4233,Chalut,positive
4234,Bonjour Kbyle222,positive
4235,Ok merci,positive
4236,Bonjour nanasse :),positive
4237,bjr gentilmec,positive
4238,bonjour Saperlipopette et nanasse,positive
4240,Bonjour Tramontane :),positive
4241,bonjour Tramontane,positive
4242,bnjr,positive
4243,bonjour kbyle222,positive
4245,bjr nànàce,positive
4248,Tu va bien kbyle222 ?,positive
4250,oui merci gentilmec et toi,positive
4251,passé quand même une bonne journée <3,positive
4252,Bonjour happyy :),positive
4254,bisous,positive
4255,bjour Saperlipopette,positive
4256,bonne journee a vous,positive
4257,b jrnée cobrà,positive
4258,!clope,positive
4260,!calin,positive
4262,merci,positive
4263,bye elinea,positive
4264,a plus,positive
4265,a plus,positive
4267,Oui kbyle222 je vais bien merci !,positive
4268,Bonjour,positive
4269,bonjour Vanille,positive
4270,bjr vànille,positive
4272,de rien gentilmec,positive
4273,il me semble happyy,positive
4275,Heyyy kbyle222 bjr,positive
4276,non gratuit H-Lamberty,positive
4281,Salut elinea ,positive
4285,salut ca va,positive
4287,Bonjour  nanasse,positive
4288,Salut les gars,positive
4291,bjr dàmien,positive
4297,ah bon happy je croyais qui fallait au oins regle un forfait associatif happyy,positive
4300,Ok merci,positive
4304,Bonjour a toutes et a tous,positive
4307,bjr tàuro,positive
4309,salut les filles,positive
4310,bonjour salut,positive
4311,Salut gentilmec,positive
4314,merci gentilmec c gentil,positive
4316,"bigoook1, petit coquin :D ",positive
4320,qu'on rigole,positive
4321,sinon comment allez vous moibrn ses sabrineet je suis a la recherche d'une relation sérieuse et amoureuse,positive
4323,Bon réveil kyble22,positive
4326,♥♥♥☻,positive
4328,merci guect,positive
4330,Salut guest28492 !,positive
4335,Bonjour,positive
4342,oui sinon comment allez vpous,positive
4343,Bonjour a tous,positive
4347,Bonjour  ennour3,positive
4350,H-lamberty tu sait il y a une très bonne crème idéale pour la peau et qui est produite par l homme et non ce n est pas une blague,positive
4352,b jrnée tt le monde,positive
4353,Bonjour guest,positive
4354,bizou,positive
4356,à ce coir,positive
4357,A toi aussi kbyle22,positive
4358,je suis aise je suis bien en plus j'avais raison,positive
4359,merci guect,positive
4361,ah dsl,positive
4368,"Tramontane, MDR toi ",positive
4369,8lol,positive
4372,Lol nanasse,positive
4377,Bonjour tout le monde :) Passer une excellente journée !,positive
4381,ca va,positive
4384,mdrr,positive
4387,Ca va toi tramontane,positive
4388,ça va tranquillement comme un jour orageux et vous ? ^^,positive
4389,xD je rigoles x: ,positive
4393,"nanasse, haha x: ",positive
4394,oui çà va mistinguette,positive
4397,Bjr all,positive
4398,Coucou Lonah,positive
4404,Slt les gens,positive
4406,Ahh dommage pourtant je serai partant pout,positive
4407,"Minato57, Salut",positive
4409,"Raphry:  sors de chez toi, tu trouveras sûrement",positive
4410,moi aussi,positive
4412,Guest28492: bonjour,positive
4413,Ahh bah j'en étais sur kAyzO,positive
4418,Hollaaaa,positive
4419,mdrrrrrrrrrrrrrrrrrrr,positive
4421,Hello,positive
4422,Bonjour bluedragon,positive
4423,holaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,positive
4428,salut panthère rose,positive
4430,"elinea, On ta vu tkp xD ",positive
4431,mdrr nanasse,positive
4432,Salut caramel,positive
4438,Sa gazz gestion,positive
4440,nanasse XD,positive
4442,Yep Caramelo,positive
4449,"Caramelo, non tkp rien de chelou ",positive
4450,bonjour HamsterJovial,positive
4451,salut,positive
4453,Sinon j'espère que tout le monde vont bien et passez de bonne journée 😊😊,positive
4454,Bjr nanasse,positive
4455,"HamsterJovial, yO ",positive
4458,Yop kayzo,positive
4461,bnjr,positive
4465,!kiss bruna,positive
4466,Finder fait un énorme Kiiiiisss à bruna,positive
4470,Stay happy,positive
4474,"bigoook1, MDR ",positive
4477,Guest28492 😂😂,positive
4479,cv les amis,positive
4480,Bououououaaaaasgggggg !!!!,positive
4484,Ah ouais ok,positive
4486,HamsterJovial roule une bonne pelle à choups1,positive
4491,Ok mdrr,positive
4492,Salut  babycrew1,positive
4495,!embrasse HamsterJovial,positive
4496,choups1 embrasse tendrement HamsterJovial jusqu'à ne plus avoir de bouche.(Ɔ ˘⌣˘)♥(˘⌣˘ C),positive
4497,bjr qui du 40,positive
4500,Guest bjr,positive
4501,Ok nanasse,positive
4502,Guest59061 bjr,positive
4511,Et merci pour les réponses rapide,positive
4515,"J'passais juste faire un coucou, et un bisou a ma choups1.... Strop nul par tel 😒",positive
4519,Coucou hamsterjovial,positive
4525,c'est sur que faut que tout le monde en profite !,positive
4526,ouais bye,positive
4527,bonne idée,positive
4531,Oh reste relax l'équipage,positive
4532,Labrune: bye,positive
4540,Un peut oui,positive
4542,mdr nanasse,positive
4548,Labrune j ai des site pour toi pour ce genre de choses,positive
4550,oui Caramelo,positive
4551,Ah OK,positive
4555,J'ai pas besoin mdrrr tqt je fait ce que je veut encore ^,positive
4557,Ah OK je connais bien sublime région la bas,positive
4559,oui je ne suis pas à plaindre Caramelo,positive
4560,Et tu es en vacances la bas,positive
4562,non j'y vis,positive
4564,Colliour c la classe,positive
4566,Ta de la chance lol,positive
4568,je sais,positive
4572,C bien l'Espagne,positive
4573,"Caramelo, mais c'est super jolie comme village ",positive
4574,Forza Italia,positive
4578,oui mais j'y passe de préférence mes loisirs en espagne,positive
4580,"bigoook1, MDR hhhhhhhhhh ",positive
4585,Coucou Damien33,positive
4593,Yo bakii,positive
4594,nan j te rassure,positive
4595,mdrr,positive
4596,Bonjour,positive
4598,Bonjour  aventure,positive
4601,bonjourtoutlemonde,positive
4603,bonjour daline,positive
4604,BonjourDAline,positive
4606,Bonjour  daline,positive
4611,Tu la verra ce soir,positive
4612,Cest pas grave,positive
4613,cui cui,positive
4618,oui sinon comment allez vous,positive
4619,oui nour veut dire lumiere,positive
4621,c pas faux,positive
4629,bonjour Ennour,positive
4631,moi ses sabrine juste a la recherche d'une relation sérieuse sincère et amoureuise,positive
4633,Daline mon pseudo veut dire lumière,positive
4636,Labrune: on est libre de pas vouloir payer pour matter ;) il y a des sites gratos :),positive
4637,salut,positive
4638,Oui en Arabie,positive
4644,ça va aller labrune,positive
4645,Labrune moi j te parle,positive
4646,justeen: ça va,positive
4647,voila mon adresse skype sabina crimmel ajouter moi  si possible si vous le voulez pour en faire connaissance 2☻3,positive
4650,Bonjour tout le monde,positive
4655,bonjour a tous,positive
4665,:p *,positive
4668,Nanasse tg MDR,positive
4671,gagnééééééé,positive
4679,gg xD,positive
4680,Biensur,positive
4681,siiii,positive
4682,Bonjour thorman.  Désolée j'arrive pas à t'envoyer plus,positive
4683,i m here,positive
4684,you know im sayy,positive
4686,iel est cool pourtant ...........topi,positive
4693,cool les gens !,positive
4701,non ça va,positive
4702,merci nanasse,positive
4706,bonjour carpediem1,positive
4707,Salut,positive
4708,d'accord,positive
4709,"bakii, Tu voulais pécho la brune hein :D ",positive
4713,Coucou Vanille :p ,positive
4721,Coucou kayzO,positive
4723,bonjour les Ours,positive
4725,bonjour brooke,positive
4726,"Guest63554, Coucou ",positive
4727,!mord brooke,positive
4728,kAyzO choppe brooke et lui mord ses fesses humm ce gout de <3 <3 <3,positive
4729,"bakii, Ah ok cool ça :p ",positive
4730,coucou nanasse,positive
4734,LadyIce choppe choupette et lui mord ses fesses humm ce gout de <3 <3 <3,positive
4735,Gnark,positive
4736,Hello,positive
4737,!bjr,positive
4738,LadyIce dit un grand Bonjour ou Bonsoir à tout le monde ! ヽ(•‿•)ノ,positive
4740,bonjour Kayzo,positive
4741,bonjour LadyIce,positive
4742,"Hello nanasse, Tramontane",positive
4743,Bonjour à tous et toutes,positive
4744,PhenixFou ~ hello,positive
4745,Bonjour a toutes et a tous,positive
4746,Bonjour broke laisse mes fesses tranquille,positive
4747,bonjour LadyIce,positive
4748,Bjr tlm,positive
4750,brooke choppe bichette et lui mord ses fesses humm ce gout de <3 <3 <3,positive
4751,Mouahhhhh ma choupette,positive
4752,bnjr,positive
4753,bonjour laetiti03,positive
4754,"brooke, ça va toi m'oui?",positive
4756,je vais bien merci,positive
4757,impéccable ça brooke :p ,positive
4758,bnjr,positive
4759,Bonjour Baztou33_grr,positive
4760," ℹ️ [ INFO Chaat.fr ] ℹ️ : Ici c'est un lieu gratuit [̲̅€̲̅(̲̅0̲̅)̲̅€̲̅] de discussion, de rencontres amicales 웃 유, pour passer un moment convivial et chaleureux ( ^◡^)(^◡^ )! Alors soyez poli, tolérant et respectueux. Merci et Bon Tchat ❗ ٩(●̮̃•)۶",positive
4761,i wanna eat you like a chicken nugget,positive
4762,ca va bien ? ladylce,positive
4765,indila *-* ,positive
4768,mdrr vlad,positive
4771,bonjour toutes et tous,positive
4776,bonjour kAyzO,positive
4785,"Tramontane, après faut dire y'a les beaux jours les gens profite à fond ",positive
4786,bonjour a tous,positive
4787,oui kAyzO,positive
4792,"Ah un papillon , c est signe de beau temps",positive
4798,Bonjour à toi Vladcarstein.,positive
4805,Bien le bonjour ma douce ladyice,positive
4808,LadyIce bjr,positive
4810,Bonjour à tous,positive
4811,Tu vas bien Vladcarstein ?,positive
4812,Bjr Babycrew1 :) bise,positive
4813,Je suis nouvelle,positive
4815,!kiss Myrtille,positive
4816,Thorman fait un énorme Kiiiiisss à Myrtille,positive
4817,Myrtille:  cc ca va,positive
4820,!kiss Tramontane,positive
4821,Thorman fait un énorme Kiiiiisss à Tramontane,positive
4823,"*AMOUR* Le grand amour sera probablement pour tous ceux d'entre vous qui sont encore seuls ! Autant vous avez dû passer par une période de doute et de solitude, autant cette fois le bonheur sera à portée de main. La rencontre que vous attendez aura des chances de se produire. D'autre part, les influx de Saturne, l'astre de l'authenticité et de l'engagement, pourront se traduire par un mariage. Si vous vivez en couple, soyez surprenant et inventif ",positive
4824,bonjour Thorman,positive
4826,Myrtille bonjour,positive
4828,mdrr,positive
4834,Oui et toi,positive
4841,Oui suis nouvelle,positive
4846,bjr myrtille,positive
4852,"Tramontane, tu rigoles on à trop bien evolué en peu de temps ",positive
4863,"Tramontane, révolution technologique",positive
4865,fantastique je sais pas comment je fais pour vivre sans !,positive
4868,marche pas sur tel ça choups1 si ? :),positive
4875,bonjour,positive
4877,hello,positive
4878,pilgrim75:  bonjour,positive
4879,Bonjour à tous,positive
4880,"Tramontane, parceque je suis comme toi ^^ niveau technologie je me satisfait du nécessaire",positive
4881,ah non le téléphone me sert juste de téléphone de station météo et de circuit de randos,positive
4882,Mouahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh Reglisse__ bisouuuuuuuuuuuudouuuuux :-* :-* :-* ♥♥♥,positive
4885,Bonjour,positive
4895,Je découvre ceton espace,positive
4898,mdr Sephi,positive
4903,"Crepuscule, Yooooo ",positive
4910,Oui je suis en avance sur mon temps,positive
4922,c'est déjà pas mal,positive
4926,salut,positive
4927,mdrr,positive
4928,salut ici,positive
4932,Je le dit en bossant aussi biensûr :p ,positive
4935,YouTube Le temps des fleurs par Dalida - Topic (durée: 4:s) - Vue(s): 493526,positive
4938,mdrr kAyzO,positive
4939,"Tramontane, lol x: ",positive
4941,Oh un LuTiN_MaLiN,positive
4942,bonjour barth,positive
4944,KAyzO coucou,positive
4945,Nanasse coucou gros bisous à toi,positive
4946,Coucou LuTiN_MaLiN ,positive
4947,bonjour Chouchou3953,positive
4948,cc nanasse,positive
4949,yO barth,positive
4950,yu kAyzO,positive
4952,"Chouchou3953, Hey coucou poto ",positive
4954,Lutin_malin  bonjour à toi,positive
4955,Kayzo bonjour Poto comment vas tu,positive
4958,bonjour,positive
4961,"*TRAVAIL* Avec le concours d'Uranus, vous réussirez à satisfaire une ambition légitime. Mais ne vous vantez pas trop haut de votre succès, pour ne pas éveiller les jalousies et les rivalités.",positive
4963,Mardi:  bonjour,positive
4964,bonjour diablotin,positive
4965,coollll kAyzO on revit hein liberer delivrer,positive
4966,bonjour mardi,positive
4967,!calin,positive
4968,Il semblerait que Enissay s'enlace (elle-lui)-même ! ❤❤❤,positive
4969,Les mecs adorent les films implicites,positive
4970,bonjour chapeau,positive
4972,Salut Mardi,positive
