channel,message,default label,default score,camembert label,camembert score
#bamako,mais Arabica j aimerais bien on entretient un dial  hors salle,NEUTRAL,0.5655,NEUTRAL,0.5331
#bamako,))))))))))))))) solitair42 ))))))))))))))))),NEGATIVE,0.8407,NEUTRAL,0.5084
#bamako,)))))))))))))))))))))))) AbMo )))))))))))),NEGATIVE,0.8792,NEUTRAL,0.573
#bamako,)))))))))))))))) Rubis ))))))))))))))))))))))))),NEUTRAL,0.5265,NEUTRAL,0.5543
#bamako,)))))))))))))))))))))))))))))))),NEUTRAL,0.5483,NEUTRAL,0.5074
#bamako,(((((((((((((((((((((((( eurasienne )))))))))))))))))))),NEGATIVE,0.968,NEUTRAL,0.5928
#bamako,jamais jamais solitair42,POSITIVE,0.8884,NEGATIVE,0.7046
#bamako,Eurasienne .. je suis essoufflé..,NEGATIVE,0.9528,NEGATIVE,0.9825
#bamako,"Sur Radio Bamako, tu peux écouter ce son fresh =>  Cheb Houssem - Nti 3achqek s3ib I ????? ???? - ??? ???? ????  <=  votre  Animateur: Butterfly ",NEGATIVE,0.9965,NEUTRAL,0.5622
#bamako,eurasienne:  Rubis Annalisa86 ))))))))))))))))))))))))))))))))),NEGATIVE,0.8274,NEUTRAL,0.5947
#bamako,)))))))))))))))) solitair42 ))))))))))))))))))))))))))))))))))),NEGATIVE,0.7904,NEUTRAL,0.5575
#bamako,aieeeeeeeeeeeeeeeeee AbMo :p,NEGATIVE,0.9889,NEGATIVE,0.7513
#bamako,mdrrrrrrr,NEGATIVE,0.9838,NEUTRAL,0.6605
#bamako,((((((((((((((((((((( solitair42 )))))))))))))))))))))),NEGATIVE,0.9735,NEUTRAL,0.5184
#bamako,Bipbip forza Italia bella è serena,POSITIVE,0.67,NEUTRAL,0.6026
#bamako,(((((((((((((((((((( eurasienne )))))))))))))))))))))),NEGATIVE,0.9662,NEUTRAL,0.6463
#bamako,(((((((((((((((((( Annalisa86 ))))))))))))))))))))))))),NEGATIVE,0.9669,NEUTRAL,0.512
#bamako,((((((((((((((((((( AbMo )))))))))))))))))))),NEGATIVE,0.9638,NEUTRAL,0.5064
#bamako,(((((((((((((((((( Arabica ))))))))))))))))))))))))))))),NEGATIVE,0.9581,NEUTRAL,0.5576
#bamako,(((((((((((((((((((((((( solitair42 ))))))))))))))))))))))))),NEGATIVE,0.9724,NEUTRAL,0.535
#bamako,(((((((((((((((((((( DeLuGE1 )))))))))))))))))))))))),NEGATIVE,0.9888,NEUTRAL,0.5412
#bamako,nti 3achqek s3ib,NEGATIVE,0.9825,POSITIVE,0.7795
#bamako,nti 3achqek s3ib,NEGATIVE,0.9825,POSITIVE,0.7795
#bamako,nti 3achqek s3ib,NEGATIVE,0.9825,POSITIVE,0.7795
#bamako,pffffffffffffffffff  luxion et pat-a-trac  walou  rubis,NEGATIVE,0.9934,NEGATIVE,0.9803
#bamako,!chantr solitair42,NEUTRAL,0.6499,NEUTRAL,0.6054
#bamako,!chante solitair42,POSITIVE,0.9405,POSITIVE,0.8888
#bamako,eurasienne prend le micro et monte sur son bureau pour chanter avec  solitair42. On va faire péter les baffles yéééééééé ??.?l?l?ll|???????|???=???|???????|ll?l?l?.??,NEGATIVE,0.9899,NEUTRAL,0.5222
#bamako,tu nous vois pas,NEGATIVE,0.9517,NEGATIVE,0.7911
#bamako,{{{{{{{{{{{{{{{{{{{{{{{ Rubis  }}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}},NEGATIVE,0.8776,POSITIVE,0.7218
#bamako,DeLuGE1:  )))))))))))))))))))))))),NEGATIVE,0.985,NEUTRAL,0.5091
#bamako,=========================== Rubis  ====================,NEGATIVE,0.9923,POSITIVE,0.7039
#bamako,((((((((((((((( pat-a-trac )))))))))))))),NEGATIVE,0.9816,NEGATIVE,0.6792
#bamako,!chante solitair42,POSITIVE,0.9405,POSITIVE,0.8888
#bamako,eurasienne prend le micro et monte sur son bureau pour chanter avec  solitair42. On va faire péter les baffles yéééééééé ??.?l?l?ll|???????|???=???|???????|ll?l?l?.??,NEGATIVE,0.9899,NEUTRAL,0.5222
#bamako,{{{{{{{{{{{{{{{{{{{{{{{ Rubis  }}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}},NEGATIVE,0.8776,POSITIVE,0.7218
#bamako,=========================== Rubis  ====================,NEGATIVE,0.9923,POSITIVE,0.7039
#bamako,(((((((((((((((((((((( solitair42,NEGATIVE,0.9311,NEUTRAL,0.5412
#bamako,{{{{{{{{{{{{{{{{{{{{{{{ Rubis  }}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}},NEGATIVE,0.8776,POSITIVE,0.7218
#bamako,=========================== Rubis  ====================,NEGATIVE,0.9923,POSITIVE,0.7039
#bamako,{{{{{{{{{{{{{{{{{{{{{{{ Rubis  }}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}},NEGATIVE,0.8776,POSITIVE,0.7218
#bamako,=========================== Rubis  ====================,NEGATIVE,0.9923,POSITIVE,0.7039
#bamako,((((((((((((((((( luxion )))))))))))))))))))))) lol,NEGATIVE,0.9814,NEUTRAL,0.5795
#bamako,{{{{{{{{{{{{{{{{{{{{{{{ Rubis  }}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}},NEGATIVE,0.8776,POSITIVE,0.7218
#bamako,=========================== Rubis  ====================,NEGATIVE,0.9923,POSITIVE,0.7039
#bamako,nti 3achqek s3ib Rubis,NEGATIVE,0.9812,POSITIVE,0.7699
#bamako,trop tard je suis blesser,POSITIVE,0.781,NEGATIVE,0.9821
#bamako,nti 3achqek s3ib Rubis,NEGATIVE,0.9812,POSITIVE,0.7699
#bamako,nti 3achqek s3ib Rubis,NEGATIVE,0.9812,POSITIVE,0.7699
#bamako,hhhhhhhhhh,NEGATIVE,0.9772,NEUTRAL,0.5079
#bamako,((((((((((((((((((( solitair42 ))))))))))))))))))) lol,NEGATIVE,0.9817,NEUTRAL,0.5376
#bamako,!chante solitair42,POSITIVE,0.9405,POSITIVE,0.8888
#bamako,eurasienne prend le micro et monte sur son bureau pour chanter avec  solitair42. On va faire péter les baffles yéééééééé ??.?l?l?ll|???????|???=???|???????|ll?l?l?.??,NEGATIVE,0.9899,NEUTRAL,0.5222
#bamako,-_-_-_-_-_-_-_  solitair42  -_-_-_-_-_-_-_,NEGATIVE,0.9722,NEUTRAL,0.5045
#bamako,-_-_-_-_-_-_-_  solitair42  -_-_-_-_-_-_-_,NEGATIVE,0.9722,NEUTRAL,0.5045
#bamako,!chante solitair42,POSITIVE,0.9405,POSITIVE,0.8888
#bamako,eurasienne prend le micro et monte sur son bureau pour chanter avec  solitair42. On va faire péter les baffles yéééééééé ??.?l?l?ll|???????|???=???|???????|ll?l?l?.??,NEGATIVE,0.9899,NEUTRAL,0.5222
#bamako,-_-_-_-_-_-_-_  solitair42  -_-_-_-_-_-_-_,NEGATIVE,0.9722,NEUTRAL,0.5045
#bamako,-_-_-_-_-_-_-_  solitair42  -_-_-_-_-_-_-_,NEGATIVE,0.9722,NEUTRAL,0.5045
#bamako,-_-_-_-_-_-_-_  solitair42  -_-_-_-_-_-_-_,NEGATIVE,0.9722,NEUTRAL,0.5045
#bamako,-_-_-_-_-_-_-_  solitair42  -_-_-_-_-_-_-_,NEGATIVE,0.9722,NEUTRAL,0.5045
#bamako,-_-_-_-_-_-_-_  solitair42  -_-_-_-_-_-_-_,NEGATIVE,0.9722,NEUTRAL,0.5045
#bamako,-_-_-_-_-_-_-_  solitair42  -_-_-_-_-_-_-_,NEGATIVE,0.9722,NEUTRAL,0.5045
#bamako,voila je suis meutri,NEGATIVE,0.9696,NEGATIVE,0.7556
#bamako,pfff,NEGATIVE,0.9333,NEGATIVE,0.9534
#bamako,!chante solitair42!,POSITIVE,0.8825,POSITIVE,0.9189
#bamako,eurasienne prend le micro et monte sur son bureau pour chanter avec  solitair42!. On va faire péter les baffles yéééééééé ??.?l?l?ll|???????|???=???|???????|ll?l?l?.??,NEGATIVE,0.9888,NEUTRAL,0.5369
#bamako,!chante solitair42!!,POSITIVE,0.9392,POSITIVE,0.9133
#bamako,eurasienne prend le micro et monte sur son bureau pour chanter avec  solitair42!!. On va faire péter les baffles yéééééééé ??.?l?l?ll|???????|???=???|???????|ll?l?l?.??,NEGATIVE,0.9894,NEUTRAL,0.5209
#bamako,!chante solitair42!!!,POSITIVE,0.9694,POSITIVE,0.9078
#bamako,eurasienne prend le micro et monte sur son bureau pour chanter avec  solitair42!!!. On va faire péter les baffles yéééééééé ??.?l?l?ll|???????|???=???|???????|ll?l?l?.??,NEGATIVE,0.9891,NEUTRAL,0.5339
#bamako,!chante solitair42!!!!,POSITIVE,0.9805,POSITIVE,0.8947
#bamako,eurasienne prend le micro et monte sur son bureau pour chanter avec  solitair42!!!!. On va faire péter les baffles yéééééééé ??.?l?l?ll|???????|???=???|???????|ll?l?l?.??,NEGATIVE,0.989,NEUTRAL,0.5793
#bamako,!chante solitair42!!!!!,POSITIVE,0.9866,POSITIVE,0.8673
#bamako,eurasienne prend le micro et monte sur son bureau pour chanter avec  solitair42!!!!!. On va faire péter les baffles yéééééééé ??.?l?l?ll|???????|???=???|???????|ll?l?l?.??,NEGATIVE,0.9897,NEUTRAL,0.6136
#bamako,!chante,POSITIVE,0.9872,POSITIVE,0.8429
#bamako,solitair42 chante à tue-tête lalalalalalalala. L'année prochaine c'est inscription à The Voice DIRECT ! ?? ??,NEGATIVE,0.9797,NEUTRAL,0.6376
#bamako,!chante,POSITIVE,0.9872,POSITIVE,0.8429
#bamako,solitair42 chante à tue-tête lalalalalalalala. L'année prochaine c'est inscription à The Voice DIRECT ! ?? ??,NEGATIVE,0.9797,NEUTRAL,0.6376
#bamako,!danse spring31,POSITIVE,0.9803,POSITIVE,0.7622
#bamako,"eurasienne a le corps qui bouge et aimerait inviter spring31 à danser, serrés l'un contre l'autre ?( ^o^)?\(^_^ )",NEGATIVE,0.946,POSITIVE,0.6927
#bamako,((((((((((((((((((( eurasienne ))))))))))))))))))))))),NEGATIVE,0.9657,NEUTRAL,0.6513
#bamako,!danse Annalisa86,POSITIVE,0.9431,POSITIVE,0.7885
#bamako,"eurasienne a le corps qui bouge et aimerait inviter Annalisa86 à danser, serrés l'un contre l'autre ?( ^o^)?\(^_^ )",NEGATIVE,0.9605,POSITIVE,0.6776
#bamako,bon si tu m  invite au mac donalld  s,NEGATIVE,0.9176,POSITIVE,0.733
#bamako,!danse Rubis,POSITIVE,0.9978,POSITIVE,0.7805
#bamako,"eurasienne a le corps qui bouge et aimerait inviter Rubis à danser, serrés l'un contre l'autre ?( ^o^)?\(^_^ )",NEGATIVE,0.9516,POSITIVE,0.6986
#bamako,!danse butterfly|Radio-BamaKo|OnAir,POSITIVE,0.9872,POSITIVE,0.7924
#bamako,"eurasienne a le corps qui bouge et aimerait inviter butterfly|Radio-BamaKo|OnAir à danser, serrés l'un contre l'autre ?( ^o^)?\(^_^ )",NEGATIVE,0.9659,POSITIVE,0.6987
#bamako,je peut peut etre te pardonner Rubis,NEGATIVE,0.9716,NEGATIVE,0.7504
#bamako,!danse eurasienne,POSITIVE,0.9959,POSITIVE,0.7297
#bamako,"Annalisa86 a le corps qui bouge et aimerait inviter eurasienne à danser, serrés l'un contre l'autre ?( ^o^)?\(^_^ )",NEGATIVE,0.9547,POSITIVE,0.7414
#bamako,nti 3achqek s3ib,NEGATIVE,0.9825,POSITIVE,0.7795
#bamako,!danse eurasienne,POSITIVE,0.9947,POSITIVE,0.8058
#bamako,"butterfly|Radio-BamaKo|OnAir a le corps qui bouge et aimerait inviter eurasienne à danser, serrés l'un contre l'autre ?( ^o^)?\(^_^ )",NEGATIVE,0.9804,POSITIVE,0.6827
#bamako,!danse solitair42,POSITIVE,0.9867,POSITIVE,0.7106
#bamako,"eurasienne a le corps qui bouge et aimerait inviter solitair42 à danser, serrés l'un contre l'autre ?( ^o^)?\(^_^ )",NEGATIVE,0.9409,POSITIVE,0.7474
#bamako,!danse eurasienne,POSITIVE,0.9947,POSITIVE,0.8058
#bamako,"Rubis a le corps qui bouge et aimerait inviter eurasienne à danser, serrés l'un contre l'autre ?( ^o^)?\(^_^ )",NEGATIVE,0.9508,POSITIVE,0.763
#bamako,mais je veutun happy leal mdr,POSITIVE,0.9134,NEUTRAL,0.5483
#bamako,!chante solitair42,POSITIVE,0.9405,POSITIVE,0.8888
#bamako,DeLuGE1 prend le micro et monte sur son bureau pour chanter avec  solitair42. On va faire péter les baffles yéééééééé ??.?l?l?ll|???????|???=???|???????|ll?l?l?.??,NEGATIVE,0.9905,NEUTRAL,0.5237
#bamako,kilékon,NEGATIVE,0.888,NEGATIVE,0.7396
#bamako,!danse deadman,POSITIVE,0.9438,POSITIVE,0.8177
#bamako,"eurasienne a le corps qui bouge et aimerait inviter deadman à danser, serrés l'un contre l'autre ?( ^o^)?\(^_^ )",NEGATIVE,0.9429,POSITIVE,0.7203
#bamako,!chante Rubis,POSITIVE,0.9952,POSITIVE,0.8339
#bamako,DeLuGE1 prend le micro et monte sur son bureau pour chanter avec  Rubis. On va faire péter les baffles yéééééééé ??.?l?l?ll|???????|???=???|???????|ll?l?l?.??,NEGATIVE,0.9908,NEUTRAL,0.551
#bamako,!chante Rubis,POSITIVE,0.9952,POSITIVE,0.8339
#bamako,DeLuGE1 prend le micro et monte sur son bureau pour chanter avec  Rubis. On va faire péter les baffles yéééééééé ??.?l?l?ll|???????|???=???|???????|ll?l?l?.??,NEGATIVE,0.9908,NEUTRAL,0.551
#bamako,!chante solitair42,POSITIVE,0.9405,POSITIVE,0.8888
#bamako,DeLuGE1 prend le micro et monte sur son bureau pour chanter avec  solitair42. On va faire péter les baffles yéééééééé ??.?l?l?ll|???????|???=???|???????|ll?l?l?.??,NEGATIVE,0.9905,NEUTRAL,0.5237
#bamako,!chante Rubis,POSITIVE,0.9952,POSITIVE,0.8339
#bamako,DeLuGE1 prend le micro et monte sur son bureau pour chanter avec  Rubis. On va faire péter les baffles yéééééééé ??.?l?l?ll|???????|???=???|???????|ll?l?l?.??,NEGATIVE,0.9908,NEUTRAL,0.551
#bamako,!chante solitair42,POSITIVE,0.9405,POSITIVE,0.8888
#bamako,DeLuGE1 prend le micro et monte sur son bureau pour chanter avec  solitair42. On va faire péter les baffles yéééééééé ??.?l?l?ll|???????|???=???|???????|ll?l?l?.??,NEGATIVE,0.9905,NEUTRAL,0.5237
#bamako,!chante Rubis,POSITIVE,0.9952,POSITIVE,0.8339
#bamako,DeLuGE1 prend le micro et monte sur son bureau pour chanter avec  Rubis. On va faire péter les baffles yéééééééé ??.?l?l?ll|???????|???=???|???????|ll?l?l?.??,NEGATIVE,0.9908,NEUTRAL,0.551
#bamako,!danse eurasienne,POSITIVE,0.9947,POSITIVE,0.8058
#bamako,"deadman a le corps qui bouge et aimerait inviter eurasienne à danser, serrés l'un contre l'autre ?( ^o^)?\(^_^ )",NEGATIVE,0.9519,POSITIVE,0.7453
#bamako,!danse DeLuGE1,POSITIVE,0.685,NEUTRAL,0.6585
#bamako,"eurasienne a le corps qui bouge et aimerait inviter DeLuGE1 à danser, serrés l'un contre l'autre ?( ^o^)?\(^_^ )",NEGATIVE,0.9458,POSITIVE,0.6783
#bamako,!chante DeLuGE1,NEGATIVE,0.9572,POSITIVE,0.7395
#bamako,Rubis prend le micro et monte sur son bureau pour chanter avec  DeLuGE1. On va faire péter les baffles yéééééééé ??.?l?l?ll|???????|???=???|???????|ll?l?l?.??,NEGATIVE,0.9908,NEUTRAL,0.5445
#bamako,!danse solitair42,POSITIVE,0.9867,POSITIVE,0.7106
#bamako,"eurasienne a le corps qui bouge et aimerait inviter solitair42 à danser, serrés l'un contre l'autre ?( ^o^)?\(^_^ )",NEGATIVE,0.9409,POSITIVE,0.7474
#bamako,!danse eurasienne,POSITIVE,0.9947,POSITIVE,0.8058
#bamako,"DeLuGE1 a le corps qui bouge et aimerait inviter eurasienne à danser, serrés l'un contre l'autre ?( ^o^)?\(^_^ )",NEGATIVE,0.9523,POSITIVE,0.7452
#bamako,eurasienne:  ki voudrais de moi lol jamais serieux,NEGATIVE,0.9473,NEGATIVE,0.7539
#bamako,((((((((((((((((((((( eurasienne ))))))))))))))))))))),NEGATIVE,0.9654,NEUTRAL,0.6406
#bamako,!danse butterfly|Radio-BamaKo|OnAir,POSITIVE,0.9872,POSITIVE,0.7924
#bamako,"DeLuGE1 a le corps qui bouge et aimerait inviter butterfly|Radio-BamaKo|OnAir à danser, serrés l'un contre l'autre ?( ^o^)?\(^_^ )",NEGATIVE,0.9687,POSITIVE,0.6734
#bamako, Bienvenue sur  #BamaKo  P0ussiere2lune|TaFF  Il y a une diffusion sur https://radiobamako.radio12345.com/ Bonne écoute,NEGATIVE,0.9675,POSITIVE,0.6949
#bamako,(((((((((((((((((((((( butterfly|Radio-BamaKo|OnAir ))))))))))))))))))))))),NEGATIVE,0.967,NEUTRAL,0.5333
#bamako,lol pat-a-trac,NEGATIVE,0.9858,NEGATIVE,0.9223
#bamako,!danse DeLuGE1,POSITIVE,0.685,NEUTRAL,0.6585
#bamako,"butterfly|Radio-BamaKo|OnAir a le corps qui bouge et aimerait inviter DeLuGE1 à danser, serrés l'un contre l'autre ?( ^o^)?\(^_^ )",NEGATIVE,0.9782,NEUTRAL,0.6563
#bamako,meme en achetent une voiture lol,NEGATIVE,0.9381,NEGATIVE,0.6965
#bamako,(((((((((((((((((( AbMo )))))))))))))))))))))),NEGATIVE,0.9668,NEUTRAL,0.5021
#bamako,Rubis: ????????????????,NEGATIVE,0.9684,POSITIVE,0.706
#bamako,ment fout ptdr,NEGATIVE,0.9842,NEGATIVE,0.7257
#bamako,"Sur Radio Bamako, tu peux écouter ce son fresh =>  Disparue Jean Pierre Mader - Disparue Jean Pierre Mader  <=  votre  Animateur: Butterfly ",NEGATIVE,0.8474,NEUTRAL,0.6022
#bamako,bonsoir P0ussiere2lune|TaFF,NEGATIVE,0.9889,NEUTRAL,0.6521
#bamako,bonsoir P0ussiere2lune|TaFF,NEGATIVE,0.9889,NEUTRAL,0.6521
#bamako,joli ça  !!,POSITIVE,0.9926,POSITIVE,0.8284
#bamako,bonsoir P0ussiere2lune|TaFF,NEGATIVE,0.9889,NEUTRAL,0.6521
#bamako,ahhhhhhhhhhhhh,NEGATIVE,0.9796,NEUTRAL,0.5632
#bamako,eurasienne:  bonsoir,POSITIVE,0.8641,POSITIVE,0.7763
#bamako,Pierre et Jaques sont ou butterfly|Radio-BamaKo|OnAir lol,POSITIVE,0.9314,NEUTRAL,0.5646
#bamako,spring31:  bonsoir,POSITIVE,0.989,POSITIVE,0.7188
#bamako,butterfly|Radio-BamaKo|OnAir:  bonsoir,POSITIVE,0.9844,POSITIVE,0.6825
#bamako,Rubis:  )))))))))))))))))))))))))))),POSITIVE,0.8534,NEUTRAL,0.5265
#bamako,()()()()()() Rubis ()()()()()() -_-_-_-_-_--_ ()()()()() Eurasienne ()()()()(),NEGATIVE,0.9593,NEUTRAL,0.638
#bamako,"Sur Radio Bamako, tu peux écouter ce son fresh =>  Billy Paul - Me and Mrs. Jones  <=  votre  Animateur: Butterfly ",NEGATIVE,0.8511,NEUTRAL,0.5514
#bamako,mais serieux je  vais pas ecrire tout les pseudo  les filles vous avez raison je suis pas une affaire,NEGATIVE,0.9737,NEGATIVE,0.9128
#bamako,(((((((((((((((((((((( eurasienne )))))))))))))))))))),NEGATIVE,0.965,NEUTRAL,0.6399
#bamako,((((((((((((((((((((((( solitair42 ))))))))))))))))))),NEGATIVE,0.9713,NEUTRAL,0.5142
#bamako,(((((((((((((((( AbMo ))))))))))))))))))))),NEGATIVE,0.9686,NEUTRAL,0.5064
#bamako,demender a eurasienne  elle me connais,POSITIVE,0.8015,NEUTRAL,0.5062
#bamako,pat65bs:  tu dors lol,NEGATIVE,0.9852,NEGATIVE,0.7426
#bamako,((((((((((((((((((((( spring31 )))))))))))))))))))),NEGATIVE,0.96,NEUTRAL,0.5096
#bamako,Rubis...envie de danser medahette avec toi,POSITIVE,0.8978,POSITIVE,0.861
#bamako,ah si vous avais son messenger mdr,NEGATIVE,0.967,NEUTRAL,0.5197
#bamako,((((((((((((((((((((((( DeLuGE1 )))))))))))))))))))))),NEGATIVE,0.986,NEUTRAL,0.5124
#bamako,non j'écoute ca !,NEGATIVE,0.9394,NEGATIVE,0.9772
#bamako,lol AbMo,POSITIVE,0.702,NEUTRAL,0.5255
#bamako,Lolll,NEGATIVE,0.9643,NEUTRAL,0.542
#bamako, Bienvenue sur  #BamaKo  solitair42  Il y a une diffusion sur https://radiobamako.radio12345.com/ Bonne écoute,NEGATIVE,0.9568,POSITIVE,0.7382
#bamako,)))))))))))))))))))))))))) pat65bs )))))))))))))))))))))))))),NEGATIVE,0.9133,NEUTRAL,0.5317
#bamako,))))))))))))))))))))))) AbMo ))))))))))))))))))))))))))))),NEGATIVE,0.8578,NEUTRAL,0.5083
#bamako,re solitair42,NEGATIVE,0.6794,NEUTRAL,0.5932
#bamako,un régale butterfly|Radio-BamaKo|OnAir,POSITIVE,0.9672,POSITIVE,0.9654
#bamako,))))))))))))))))))))))))))))) solitair42 ))))))))))))))))))))))))),NEGATIVE,0.752,NEUTRAL,0.5756
#bamako,[[[[[[[[[[[[[[[[[[[[ Rubis  ]]]]]]]]]]]]]]]]]]]]]]],NEGATIVE,0.9646,POSITIVE,0.6824
#bamako,)))))))))))))))))))))))))) Rubis )))))))))))))))))))))))))),NEUTRAL,0.6025,NEUTRAL,0.5474
#bamako,!danse Rubis,POSITIVE,0.9978,POSITIVE,0.7805
#bamako,"DeLuGE1 a le corps qui bouge et aimerait inviter Rubis à danser, serrés l'un contre l'autre ?( ^o^)?\(^_^ )",NEGATIVE,0.9605,POSITIVE,0.7139
#bamako,(((((((((((((((( Eurasienne ))))))))))))))),NEGATIVE,0.9435,NEUTRAL,0.5343
#bamako,!danse DeLuGE1,POSITIVE,0.685,NEUTRAL,0.6585
#bamako,"Rubis a le corps qui bouge et aimerait inviter DeLuGE1 à danser, serrés l'un contre l'autre ?( ^o^)?\(^_^ )",NEGATIVE,0.9546,POSITIVE,0.7146
#bamako,!kiss eurasienne,POSITIVE,0.9989,POSITIVE,0.7891
#bamako,AbMo fait un énorme Kiiiiisss à eurasienne,NEGATIVE,0.9789,NEUTRAL,0.542
#bamako,(((((((((((((((( eurasienne ))))))))))))))))))))),NEGATIVE,0.9698,NEUTRAL,0.6354
#bamako,euraaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,NEGATIVE,0.9903,NEGATIVE,0.7054
#bamako,"Rubis:  c est une zik a danser la , tu penses koi butterfly|Radio-BamaKo|OnAir",POSITIVE,0.8917,NEUTRAL,0.5996
#bamako,!danse Rubis,POSITIVE,0.9978,POSITIVE,0.7805
#bamako,"DeLuGE1 a le corps qui bouge et aimerait inviter Rubis à danser, serrés l'un contre l'autre ?( ^o^)?\(^_^ )",NEGATIVE,0.9605,POSITIVE,0.7139
#bamako,))))))))))))))))))))))))))))))))))))) DeLuGE1 ))))))))))))))))))),NEGATIVE,0.9682,NEUTRAL,0.5543
#bamako,)))))))) deadman )))))))))))))))))))),NEGATIVE,0.9727,NEUTRAL,0.518
#bamako,oui oui DeLuGE1 lol,NEGATIVE,0.9929,NEUTRAL,0.5813
#bamako,)))))))))))))))))))))))))) butterfly|Radio-BamaKo|OnAir ))))))))))))))))))))))))))),NEUTRAL,0.6122,NEUTRAL,0.5603
#bamako,ben c un slow lol DeLuGE1,NEGATIVE,0.9947,NEUTRAL,0.5221
#bamako,))))))))))))))))))) Rubis ))))))))))))))))))),NEUTRAL,0.5007,NEUTRAL,0.5706
#bamako,((((((((((((((((((( eurasienne )))))))))))))))))),NEGATIVE,0.9635,NEUTRAL,0.6341
#bamako,quand le proxy du boulot me bloque l'accès à la radio ard,NEGATIVE,0.9862,NEGATIVE,0.8921
#bamako,)))))))))))) Annalisa86 ))))))))))))))))))))))),NEGATIVE,0.8769,NEUTRAL,0.5047
#bamako,on mapas reveiller a 9 heures de la nuit,NEGATIVE,0.8048,NEGATIVE,0.7876
#bamako,(((((((((((((((((((((( eurasienne ))))))))))))))))))))),NEGATIVE,0.9658,NEUTRAL,0.6473
#bamako,arf*,NEGATIVE,0.784,NEGATIVE,0.7067
#bamako,)))))))))))))))))))))))))) solitair42 )))))))))))))))))))))))))))))),NEGATIVE,0.7638,NEUTRAL,0.5644
#bamako,https://radiobamako.Radio12345.com,NEGATIVE,0.9727,NEUTRAL,0.585
#bamako,(((((((((((((((((( AbMo )))))))))))))))))),NEGATIVE,0.9678,NEUTRAL,0.5419
#bamako,bonsoir P0ussiere2lune|TaFF,NEGATIVE,0.9889,NEUTRAL,0.6521
#bamako,((((((((((((((((((((( DeLuGE1 )))))))))))))))))),NEGATIVE,0.9887,NEUTRAL,0.5065
#bamako,(((((((((((((((((((((((((((((((((((((((((((((((((( eurasienne,NEGATIVE,0.6714,NEUTRAL,0.5471
#bamako,Rubis:  Oui je sens deja ton parfum lol,NEGATIVE,0.9728,POSITIVE,0.7723
#bamako,))))))))))))))))))))))))))))))))))))))),NEUTRAL,0.5244,NEUTRAL,0.5351
#bamako,((((((((((((((((((((( luxion )))))))))))))))))))))),NEGATIVE,0.97,NEUTRAL,0.5078
#bamako,Rubis... dirou ghonya medahette,NEGATIVE,0.97,POSITIVE,0.6994
#bamako,lol DeLuGE1,NEGATIVE,0.9979,NEUTRAL,0.5036
#bamako,)))))))))))))) deadman ))))))))))))))))))))))))),NEGATIVE,0.9543,NEUTRAL,0.5393
#bamako,)))))))))))))))))))))))))))))),NEUTRAL,0.5474,NEUTRAL,0.5149
#bamako, Bienvenue sur  #BamaKo  Elfic  Il y a une diffusion sur https://radiobamako.radio12345.com/ Bonne écoute,NEGATIVE,0.9601,POSITIVE,0.7225
#bamako,re pat65bs,NEGATIVE,0.993,NEUTRAL,0.6622
#bamako,"P0ussiere2lune|TaFF:  les proxies ne bloquent pas la radio , peut etre du a t a connexion",NEGATIVE,0.9825,NEUTRAL,0.5374
#bamako,((((((((((((((((( pat65bs ))))))))))))))))))))),NEGATIVE,0.9817,NEUTRAL,0.5097
#bamako,Rubis:  la vie est belle lol,POSITIVE,0.9911,POSITIVE,0.6903
#bamako,(((((((((((((((( pat-a-trac )))))))))))))))))))))),NEGATIVE,0.9822,NEUTRAL,0.5767
#bamako,oui lol DeLuGE1,NEGATIVE,0.9851,NEUTRAL,0.6518
#bamako,)))))))))))))))))))))))))))))))))))))  Rubis ))))))))),NEGATIVE,0.6668,NEUTRAL,0.5032
#bamako,DeLuGE1:  oui le réseau du boulot probablement je te confirme,NEGATIVE,0.9782,NEGATIVE,0.6812
#bamako,bonsoir Elfic,NEUTRAL,0.5423,POSITIVE,0.7234
#bamako,(((((((((((((((((((( eurasienne )))))))))))))))))))),NEGATIVE,0.9647,NEUTRAL,0.6388
#bamako,franchement comment je suis un gros mytho a imaginer j ai les  tel de tout le monde faut que je consulte,NEUTRAL,0.5988,NEGATIVE,0.8518
#bamako,)))))))))))))))))))))))))))))))))))),NEUTRAL,0.5384,NEUTRAL,0.5148
#bamako,"Sur Radio Bamako, tu peux écouter ce son fresh =>  Faycel Sghir Ft. Maya, Dj Adel - Nebghik Ou Manbiyanhach (Live Fekret Sami Fehri) 2020  <=  votre  Animateur: Butterfly ",NEGATIVE,0.7984,NEUTRAL,0.5843
#bamako,bonsoir Elfic,NEUTRAL,0.5423,POSITIVE,0.7234
#bamako,maya maya solitair42,NEUTRAL,0.5149,NEUTRAL,0.6292
#bamako,bonsoir Elfic,NEUTRAL,0.5423,POSITIVE,0.7234
#bamako,))))))))))))))))))))))),NEUTRAL,0.6198,NEUTRAL,0.5607
